date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,submarines,personnel
2022-05-30,96,207,174,1349,3282,643,205,0,0,507,13,93,48,0,Zaporizhzhia,2258,118,0,30350
2022-05-29,95,207,174,1338,3270,631,203,0,0,504,13,93,48,0,Bakhmut,2240,116,0,30150
2022-05-28,94,207,174,1330,3258,628,203,0,0,503,13,93,48,0,Avdiivka and Kryvyi Rih,2226,116,0,30000
2022-05-27,93,206,170,1322,3246,623,201,0,0,503,13,93,48,0,Avdiivka,2226,115,0,29750
2022-05-26,92,206,170,1315,3235,617,201,0,0,502,13,93,47,0,Avdiivka,2225,114,0,29600
2022-05-25,91,206,170,1305,3213,606,201,0,0,491,13,93,44,0,Lyman,2217,112,0,29450
2022-05-24,90,205,170,1302,3194,606,201,0,0,480,13,93,43,0,Sievierodonetsk,2213,112,0,29350
2022-05-23,89,204,170,1293,3166,604,201,0,0,476,13,93,43,0,Bakhmut,2206,110,0,29200
2022-05-22,88,204,170,1285,3141,599,201,0,0,470,13,93,43,0,Bakhmut,2194,107,0,29050
2022-05-21,87,204,169,1278,3116,596,201,0,0,462,13,93,43,0,Bakhmut,2178,104,0,28850
2022-05-20,86,204,168,1263,3090,596,200,0,0,460,13,93,43,0,Bakhmut,2162,103,0,28700
2022-05-19,85,203,167,1254,3063,595,199,0,0,455,13,93,43,0,"Sloviansk, Kryvyi Rih and Zaporizhzhia",2157,103,0,28500
2022-05-18,84,202,167,1251,3043,586,199,0,0,441,13,91,43,0,"Sloviansk, Kryvyi Rih and Zaporizhzhia",2137,102,0,28300
2022-05-17,83,201,167,1235,3009,578,198,0,0,436,13,90,43,0,Lyman and Zaporizhzhia,2109,97,0,27900
2022-05-16,82,200,165,1228,2974,577,195,0,0,427,13,89,42,0,Bakhmut and Zaporizhzhia,2101,97,0,27700
2022-05-15,81,200,164,1220,2958,555,195,0,0,416,13,89,42,0,Kurakhove and Avdiivka,2087,95,0,27400
2022-05-14,80,200,163,1218,2934,551,195,0,0,411,13,88,42,0,Kurakhove,2059,95,0,27200
2022-05-13,79,200,162,1205,2900,542,193,0,0,405,13,88,41,0,Kurakhove,2042,95,0,26900
2022-05-12,78,199,161,1195,2873,534,191,0,0,398,13,87,41,0,Kurakhove,2019,94,0,26650
2022-05-11,77,199,160,1187,2856,528,185,0,0,390,12,87,41,0,"Novopavlivsk, Kurakhove and Sievierodonetsk",1997,94,0,26350
2022-05-10,76,199,158,1170,2808,519,185,0,0,380,12,87,41,0,Avdiivka,1980,94,0,26000
2022-05-09,75,199,158,1145,2764,513,185,0,0,377,12,87,41,0,Avdiivka,1970,94,0,25650
2022-05-08,74,199,156,1130,2741,509,179,0,0,360,12,86,39,0,Novopavlivsk,1961,92,0,25500
2022-05-07,73,199,155,1122,2713,509,172,0,0,341,11,84,38,0,Slobozhanskyi,1934,90,0,25100
2022-05-06,72,199,155,1110,2686,502,171,0,0,324,11,83,38,0,Lyman and Kurakhove,1926,90,0,24900
2022-05-05,71,196,155,1092,2651,499,169,0,0,312,10,83,38,0,Popasna,1907,89,0,24700
2022-05-04,70,194,155,1077,2610,491,163,0,0,303,10,81,38,0,"Izyum, Novopavlivsk",1867,87,0,24500
2022-05-03,69,194,155,1062,2567,475,162,0,0,291,10,80,38,0,Izyum,1843,84,0,24200
2022-05-02,68,194,155,1048,2519,459,152,0,0,271,8,80,38,0,Izyum,1824,84,0,23800
2022-05-01,67,192,155,1026,2471,451,151,0,0,245,8,80,32,0,Izyum,1796,84,0,23500
2022-04-30,66,190,155,1008,2445,436,151,1701,76,232,8,77,32,4,Izyum,0,0,0,23200
2022-04-29,65,189,155,986,2418,435,151,1695,76,229,8,73,31,4,Izyum,0,0,0,23000
2022-04-28,64,187,155,970,2389,431,151,1688,76,215,8,72,31,4,Zaporizhzhia and Izyum,0,0,0,22800
2022-04-27,63,185,155,939,2342,421,149,1666,76,207,8,71,31,4,Kurakhove and Izyum,0,0,0,22400
2022-04-26,62,184,154,918,2308,416,149,1643,76,205,8,69,31,4,Sievierodonetsk,0,0,0,22100
2022-04-25,61,181,154,884,2258,411,149,1566,76,201,8,69,28,4,Sievierodonetsk,0,0,0,21900
2022-04-24,60,179,154,873,2238,408,147,1557,76,191,8,69,28,4,0,0,0,0,21800
2022-04-23,59,177,154,854,2205,403,143,1543,76,182,8,69,27,4,0,0,0,0,21600
2022-04-22,58,176,153,838,2162,397,138,1523,76,172,8,69,27,4,0,0,0,0,21200
2022-04-21,57,172,151,829,2118,393,136,1508,76,166,8,67,27,4,0,0,0,0,21000
2022-04-20,56,171,150,815,2087,391,136,1504,76,165,8,67,27,4,0,0,0,0,20900
2022-04-19,55,169,150,802,2063,386,132,1495,76,158,8,67,27,4,0,0,0,0,20800
2022-04-18,54,167,147,790,2041,381,130,1487,76,155,8,67,27,4,0,0,0,0,20600
2022-04-17,53,165,146,773,2002,376,127,1471,76,148,8,66,27,4,0,0,0,0,20300
2022-04-16,52,163,145,762,1982,371,125,1458,76,138,8,66,26,4,0,0,0,0,20100
2022-04-15,51,163,144,756,1976,366,122,1443,76,135,8,66,25,4,0,0,0,0,20000
2022-04-14,50,160,144,753,1968,366,122,1437,76,134,7,64,25,4,0,0,0,0,19900
2022-04-13,49,158,143,739,1964,358,115,1429,76,132,7,64,25,4,0,0,0,0,19800
2022-04-12,48,157,140,732,1946,349,111,1406,76,124,7,63,25,4,0,0,0,0,19600
2022-04-11,47,154,137,725,1923,347,111,1387,76,119,7,55,25,4,0,0,0,0,19500
2022-04-10,46,152,137,722,1911,342,108,1384,76,112,7,55,25,4,0,0,0,0,19300
2022-04-09,45,151,136,705,1895,335,108,1363,76,112,7,55,25,4,0,0,0,0,19100
2022-04-08,44,150,135,700,1891,333,108,1361,76,112,7,55,25,4,0,0,0,0,19000
2022-04-07,43,150,135,698,1891,332,108,1358,76,111,7,55,25,4,0,0,0,0,18900
2022-04-06,42,150,135,684,1861,332,107,1324,76,96,7,55,25,4,0,0,0,0,18600
2022-04-05,41,150,134,676,1858,332,107,1322,76,94,7,55,25,4,0,0,0,0,18500
2022-04-04,40,147,134,647,1844,330,107,1273,76,91,7,54,25,4,0,0,0,0,18300
2022-04-03,39,143,134,644,1830,325,105,1249,76,89,7,54,24,4,0,0,0,0,18000
2022-04-02,38,143,134,631,1776,317,100,1236,76,87,7,54,24,4,0,0,0,0,17800
2022-04-01,37,143,131,625,1751,316,96,1220,76,85,7,54,24,4,0,0,0,0,17700
2022-03-31,36,135,131,614,1735,311,96,1201,75,83,7,54,22,4,0,0,0,0,17500
2022-03-30,35,131,131,605,1723,305,96,1184,75,81,7,54,21,4,0,0,0,0,17300
2022-03-29,34,127,129,597,1710,303,96,1178,73,71,7,54,21,4,0,0,0,0,17200
2022-03-28,33,123,127,586,1694,302,95,1150,73,66,7,54,21,4,0,0,0,0,17000
2022-03-27,32,121,127,582,1664,294,93,1144,73,56,7,52,21,4,0,0,0,0,16600
2022-03-26,31,117,127,575,1640,293,91,1131,73,56,7,51,19,2,0,0,0,0,16400
2022-03-25,30,115,125,561,1625,291,90,1089,72,53,5,49,18,0,0,0,0,0,16100
2022-03-24,29,108,124,530,1597,280,82,1033,72,50,4,47,16,0,0,0,0,0,15800
2022-03-23,28,101,124,517,1578,267,80,1008,70,42,4,47,15,0,0,0,0,0,15600
2022-03-22,27,99,123,509,1556,252,80,1000,70,35,3,45,15,0,0,0,0,0,15300
2022-03-21,26,97,121,498,1535,240,80,969,60,24,3,45,13,0,0,0,0,0,15000
2022-03-20,25,96,118,476,1487,230,74,947,60,21,3,44,12,0,0,0,0,0,14700
2022-03-19,24,95,115,466,1470,213,72,914,60,17,3,44,11,0,0,0,0,0,14400
2022-03-18,23,93,112,450,1448,205,72,879,60,12,3,43,11,0,0,0,0,0,14200
2022-03-17,22,86,108,444,1435,201,72,864,60,11,3,43,10,0,0,0,0,0,14000
2022-03-16,21,84,108,430,1375,190,70,819,60,11,3,43,10,0,0,0,0,0,13800
2022-03-15,20,81,95,404,1279,150,64,640,60,9,3,36,0,0,0,0,0,0,13500
2022-03-14,19,77,90,389,1249,150,64,617,60,8,3,34,0,0,0,0,0,0,12000
2022-03-13,18,74,86,374,1226,140,62,600,60,7,3,34,0,0,0,0,0,0,12000
2022-03-12,17,58,83,362,1205,135,62,585,60,7,3,33,0,0,0,0,0,0,12000
2022-03-11,16,57,83,353,1165,125,58,558,60,7,3,31,0,0,0,0,0,0,12000
2022-03-10,15,49,81,335,1105,123,56,526,60,7,3,29,0,0,0,0,0,0,12000
2022-03-09,14,49,81,317,1070,120,56,482,60,7,3,28,0,0,0,0,0,0,12000
2022-03-08,13,48,80,303,1036,120,56,474,60,7,3,27,0,0,0,0,0,0,12000
2022-03-07,12,46,68,290,999,117,50,454,60,7,3,23,0,0,0,0,0,0,11000
2022-03-06,11,44,48,285,985,109,50,447,60,4,2,21,0,0,0,0,0,0,11000
2022-03-05,10,39,40,269,945,105,50,409,60,3,2,19,0,0,0,0,0,0,10000
2022-03-04,9,33,37,251,939,105,50,404,60,3,2,18,0,0,0,0,0,0,9166
2022-03-03,8,30,31,217,900,90,42,374,60,3,2,11,0,0,0,0,0,0,9000
2022-03-02,7,30,31,211,862,85,40,355,60,3,2,9,0,0,0,0,0,0,5840
2022-03-01,6,29,29,198,846,77,24,305,60,3,2,7,0,0,0,0,0,0,5710
2022-02-28,5,29,29,150,816,74,21,291,60,3,2,5,0,0,0,0,0,0,5300
2022-02-27,4,27,26,150,706,50,4,130,60,2,2,0,0,0,0,0,0,0,4500
2022-02-26,3,27,26,146,706,49,4,130,60,2,2,0,0,0,0,0,0,0,4300
2022-02-25,2,10,7,80,516,49,4,100,60,0,2,0,0,0,0,0,0,0,2800
